Age;3H;3He(trit);3Ho;3H/3Ho;SF6
433;0,582639451;7,915409679;8,497946008;0,134753228;0,007970694
434;0,5787603;7,883807942;8,462465615;0,134753228;0,00789406
435;0,574906183;7,852398121;8,427203009;0,134753228;0,007818233
436;0,571076947;7,821179191;8,392155326;0,134753228;0,007743204
437;0,567272443;7,790150128;8,357322236;0,134753228;0,007668964
438;0,56349252;7,759309911;8,322702571;0,134753228;0,007595504
439;0,559737031;7,728657525;8,288295165;0,134753228;0,007522815
440;0,556005828;7,698192727;8,254098859;0,134753228;0,007450889
441;0,552298762;7,667912965;8,220112495;0,134753228;0,007379715
442;0,548615688;7,637818007;8,186335741;0,134753228;0,007309286
443;0,544956459;7,607906852;8,15276581;0,134753228;0,007239593
444;0,541320932;7,578178501;8,11940238;0,134753228;0,007170627
445;0,537708961;7,548631961;8,086244314;0,134753228;0,007102381
446;0,534120403;7,519266994;8,053291283;0,134753228;0,007034845
447;0,530555115;7,490081106;8,020540544;0,134753228;0,006968013
448;0,527012956;7,461074069;7,987991781;0,134753228;0,006901875
449;0,523493785;7,432244906;7,955643874;0,134753228;0,006836424
450;0,51999746;7,403592639;7,9234965;0,134753228;0,006771652
451;0,516523842;7,375117036;7,89154696;0,134753228;0,006707551
452;0,513072792;7,346815652;7,859794944;0,134753228;0,006644114
453;0,509644172;7,318688263;7,828239349;0,134753228;0,006581333
454;0,506237844;7,29073391;7,796879857;0,134753228;0,0065192
455;0,502853672;7,262951635;7,765713814;0,134753228;0,006457709
456;0,49949152;7,235341211;7,734740914;0,134753228;0,006396852
457;0,496151251;7,20790024;7,703960844;0,134753228;0,006336621
458;0,492832732;7,180628504;7,673370982;0,134753228;0,006277011
459;0,489535829;7,153525777;7,642971026;0,134753228;0,006218013
460;0,486260409;7,126589689;7,612760667;0,134753228;0,006159621
461;0,483006338;7,099820026;7,582737316;0,134753228;0,006101828
462;0,479773486;7,073215858;7,552900676;0,134753228;0,006044627
463;0,476561722;7,046776965;7,523250442;0,134753228;0,005988012
464;0,473370915;7,020501015;7,493784057;0,134753228;0,005931975
465;0,470200935;6,994387797;7,464501975;0,134753228;0,005876512
466;0,467051654;6,968437094;7,435401658;0,134753228;0,005821614
467;0,463922943;6,942646601;7,406482817;0,134753228;0,005767276
468;0,460814676;6,917016112;7,377745158;0,134753228;0,005713492
469;0,457726725;6,891544725;7,349186174;0,134753228;0,005660255
470;0,454658964;6,866232228;7,320806313;0,134753228;0,00560756
471;0,451611268;6,841076353;7,29260309;0,134753228;0,005555399
472;0,448583513;6,816076899;7,264576951;0,134753228;0,005503768
473;0,445575573;6,791233657;7,23672543;0,134753228;0,00545266
474;0,442587327;6,766544386;7,209048251;0,134753228;0,00540207
475;0,43961865;6,742008889;7,181545132;0,134753228;0,005351991
476;0,436669423;6,717626963;7,154213637;0,134753228;0,005302419
477;0,433739522;6,693396391;7,127054207;0,134753228;0,005253347
478;0,430828827;6,669316982;7,100064428;0,134753228;0,005204771
479;0,42793722;6,645388537;7,07324474;0,134753228;0,005156683
480;0,425064579;6,621608865;7,046592748;0,134753228;0,00510908
481;0,422210788;6,597978439;7,020108889;0,134753228;0,005061956
482;0,419375727;6,574495086;6,993790788;0,134753228;0,005015305
483;0,41655928;6,55115862;6,967638883;0,134753228;0,004969122
484;0,41376133;6,527968851;6,941650818;0,134753228;0,004923403
485;0,410981761;6,504923632;6,915827027;0,134753228;0,004878142
486;0,408220458;6,482022782;6,890165175;0,134753228;0,004833334
487;0,405477306;6,459266115;6,864665695;0,134753228;0,004788974
488;0,402752192;6,436651511;6,839326271;0,134753228;0,004745057
489;0,400045001;6,414178792;6,814147336;0,134753228;0,004701578
490;0,397355621;6,391847777;6,789126592;0,134753228;0,004658533
491;0,394683941;6,369656371;6,76426447;0,134753228;0,004615917
492;0,392029848;6,347605036;6,739558691;0,134753228;0,004573725
493;0,389393233;6,325691693;6,715009688;0,134753228;0,004531953
494;0,386773984;6,303916174;6,690615199;0,134753228;0,004490595
495;0,384171993;6,282278306;6,666375654;0,134753228;0,004449648
496;0,38158715;6,260776033;6,642288812;0,134753228;0,004409107
497;0,379019348;6,239409192;6,618355102;0,134753228;0,004368968
498;0,376468478;6,218177616;6,594572302;0,134753228;0,004329226
499;0,373934433;6,197079273;6,570940839;0,134753228;0,004289877
500;0,371417108;6,176114623;6,547459164;0,134753228;0,004250917
