tts,weights
8.531056e+01,7.669380e-04
8.925605e+01,7.449838e-04
8.531056e+01,7.669380e-04
1.661972e+03,5.957326e-04
1.634726e+03,6.162362e-04
8.126378e+02,7.038769e-04
7.149161e+02,7.436407e-04
8.122754e+02,6.963978e-04
7.178222e+02,7.244568e-04
1.231689e+02,7.870323e-04
